,sentiment,content,label,stop_words
38739,relief,come apart easy enough,5,1
38740,love,c excuse love bein comfy,6,4
38741,love,went short flight around geelong waterfront surprised well handled still exhausted last week meetup,6,8
38742,happiness,think start david archuleta might throw glitter aha xx,7,8
38743,happiness,haha love,7,1
38744,love,happy mother day havent got mom present yet print amazon gift card,6,4
38745,happiness,thanks btw men hairstyle right growing hair long anyway hope good weekend,7,8
38746,neutral,actually woke going attempt see natalyy,3,5
38747,happiness,haha gunna go buy whole bunch emo punk clothes,7,1
38748,neutral,changed p number go online msn messenger see,3,2
38749,neutral,community news sometimes accept guest post moment,3,5
38750,neutral,friend wanted try yesterday failed whole net thingy worked fine,3,10
38751,neutral,morning sorry missing tweet yesterday today,3,5
38754,relief,lushh wernt managed keep lol aww amazing xxx,5,4
38755,neutral,mum asked thank introducing kenny mother day dinner,3,6
38756,neutral,leave citeh jersey,3,3
38757,sadness,nothing really going well however currently nothing else look forward may aswel make best,0,6
38758,happiness,meditate feel vast vast know think,7,8
38759,enthusiasm,moral support student,4,1
38760,sadness,headache morning instead,0,5
38761,fun,learning play guitar one best thing done boredom,4,6
38762,love,oii oiii hope run go went well whenever get message love youuuuu,6,3
38763,love,amazing happy enjoy sunday xx,6,8
38764,surprise,read lactose stuff eat hard cheese lactose jump joy rainy day yay,4,14
38765,neutral,song called toothpaste kiss quite liked,3,3
38766,fun,hope mum wonderful day kid know got game weight wii fit woo hooo,4,10
38767,happiness,wake x tired moment listing music make happy let wake,7,8
38768,neutral,liked braid guess whole relationship story metaphor sure hell confused,3,11
38769,fun,busy exam week coming always look bright side life whistle,4,4
38770,fun,true depends couple personally found adding ha increased fun amp increased bond,4,5
38771,love,marko got fight outside roseland tonight wa rather entertaining,6,3
38773,neutral,sunday sunshine track,3,0
38774,neutral,difference today going go shower get ready,3,5
38775,neutral,slowly gettin follower vry slowly,3,2
38776,fun,ahhhaaaaa gunna get straight back,4,3
38777,relief,left people complete,5,3
38778,neutral,bruxels home really tired end song,3,2
38779,relief,flu allergy matter try squeeze sundayyyy,5,5
38780,happiness,listening prima rockstar dang catchyy,7,3
38781,neutral,translate xmind language,3,2
38782,worry,brief preview omg james creepy role scared,1,7
38783,happiness,picked jesse lacey kevin devine grace read bootleg net acoustic tour really good,7,6
38784,sadness,even mile mile apart still holding heart day jonas brother concert experience candice,0,8
38785,surprise,ru,4,2
38786,neutral,eating breakfast drinking coffe strong coffe,3,1
38787,fun,hahaha cartoon mascot go virl com monster ha nice detail good shadow realistic tonsil,4,4
38788,love,happy mother day mommy,6,0
38789,happiness,sound like great day enjoy,7,3
38790,love,go mariah never listen hater fan long grateful ur music ca wait album,6,8
38791,happiness,westend enjoying sun,7,4
38792,worry,n get lot sleep last night good thing reading,1,6
38793,worry,yeah well thanks blush,1,0
38794,surprise,happy mother day tell ur mom awesome madre amp great example archuleta familia,4,6
38795,neutral,oh know aprreciate back plan,3,6
38796,happiness,good morning tweeple sun,7,7
38797,happiness,happy mother day yummy mummy twitter,7,4
38798,love,nice mothersday give viritual chocolate,6,1
38799,happiness,ok done sunday morning finding time enjoy sunny day,7,3
38800,relief,sitting sunny balcony learning dutch exam,5,5
38801,worry,feel rather cheery despite stuck indoors day revising,1,3
38802,happiness,sunday going meet mom breakfast beach,7,7
38803,fun,going kill person went manchester kidding want police door,4,13
38804,surprise,american pie forever watching right running naked around street would would,4,10
38805,happiness,famous houston take look,7,4
38806,love,happy mother day,6,0
38807,surprise,hmm ok next time see il get explain whole process haha,4,5
38808,happiness,good morning everyone,7,0
38809,love,love random act kindness laughter,6,2
38810,sadness,day allweb still tired,0,2
38811,neutral,sweet,3,1
38812,happiness,enjoyed new star trek movie last night want see ready work sunday blah,7,7
38813,worry,happy birthday great grandmother bad news good day gt lt ame living,1,3
38814,worry,feeling effect party last night drank far much chicken burger one lamb burger dance fair bit tho,1,5
38815,love,surely vote,6,3
38816,worry,loveeee ny getting breakfast gon na go mimis sooo tiredddd missing odeeee love,1,4
38817,happiness,senior ball wa hella fun good night,7,0
38818,neutral,hey hey get ticket time low aussie kay yup go get ticket,3,6
38819,neutral,good morning iï ½m soooo tierd,3,0
38820,love,happy mother day show love beautiful amazing mom lt,6,4
38821,neutral,duckraces bath quite work especially duck polar bear seal amp whale,3,9
38822,neutral,morning think time went bed goodnight everyone,3,5
38823,surprise,n see everyone going facebook month ago,4,5
38825,worry,printed mom amazon gift card happy mother day talk last minute,1,5
38826,happiness,nice see tweeting sunday th may celebrating mother day today nice yer mom,7,8
38827,happiness,got home another wonderful night,7,2
38828,happiness,haha love hmm lol need good band,7,7
38829,neutral,well java atleast im still working php solution,3,3
38830,enthusiasm,way nab youngster go best friend swears younger men apparantly go longer,4,10
38831,happiness,made south korean email pal happy,7,1
38832,happiness,happy mother day mom,7,2
38833,love,cute,6,1
38834,fun,honesty much sorry could resist,4,2
38835,worry,wtf polyvore enjoy though,1,3
38836,love,love song lol amazing steph xoxo,6,2
38837,happiness,nighty night ya tweet dream,7,0
38838,happiness,kicking incredibly old schoolï ½ whole heartedly approved,7,1
38839,sadness,feel shit nerve tripped plastic telescope yesty fell wall head still hurt,0,9
38840,neutral,village may fayre bag packed ready bring back home made goody,3,4
38841,worry,omg book soo funny,1,3
38842,love,sooooo happy finally kean cipriano replied chat message hope fake,6,6
38843,happiness,good morning looking forward listening prodigy radio big weekend brought album yesterday amaize tbqh x,7,4
38844,sadness,forgive good lord time knew wat except mighty oracle amp ing care fully support unixodbc,0,9
38845,hate,going ask waldi hope make new keyword,2,5
38846,happiness,good morning finally day sunshine summer hol away watch footie sun x,7,6
38847,happiness,singapore warm blast already,7,6
38848,relief,star trek disappoint star,5,2
38849,neutral,typing message,3,2
38850,fun,changed picture profile friendster,4,3
38851,neutral,fish chip din din,3,2
38852,happiness,hello everyone im sitting rocking sam air best classic rock station twitter,7,6
38853,love,wishing mother happy mother day love ya,6,7
38854,love,honour friend,6,4
38855,happiness,haha night man im sure meet lifetime fact doubt,7,11
38856,neutral,working hard maybe thats hardly working,3,2
38857,relief,ok bedtime bonzo got done math homework brain done day nite nite great day,5,10
38858,happiness,support trust honor mom support matternal health happy mom day,7,3
38859,happiness,like old day drinkin old spot,7,3
38860,happiness,enjoy fancy meal smtimes thr joy solitude really enjoy food amp lk date world,7,9
38861,neutral,okay okay sleep realz goodnight wave follower,3,3
38862,fun,hmmm dollhouse sound pretty good think ima download try watching,4,2
38863,neutral,tell friend tie railing expect tweet tomorrow headache feeling tired,3,6
38864,worry,boffert,1,0
38865,surprise,william mike everything mean new lol,4,13
38866,love,need make plan come back uk yest made year love xo,6,4
38867,love,happy momma day beautiful mom cant wait get pampered tomorrow,6,8
38868,happiness,woohoooo retail therapy surprise visit two thing love,7,3
38869,neutral,woke longest sleep month nice get work done prepped next wk amp free coming home tonight,3,10
38870,worry,listening heart aka took carlys last fm need hour looooong day tomorrow,1,7
38871,happiness,pretty damn good friday night,7,0
38872,worry,pink balloon mum day,1,4
38873,neutral,sure,3,3
38874,worry,hey stu see cool family picture jess facebook soo good see,1,6
38875,sadness,today lonley girl guitar,0,2
38876,happiness,got home another amazing night,7,2
38877,relief,last sunday going home,5,1
38878,happiness,gloomy day ca stop bliss hope ronaldo score derby match today,7,3
38879,happiness,congrats sarah thats awsum,7,0
38880,neutral,yay short stack episode recorded tuesday,3,3
38881,neutral,n think still one one six year though moore law taken account,3,11
38882,love,yes getting sky back wednesday waiting week,6,5
38883,neutral,sanctuarysunday forget post forum fb mission success,3,7
38884,love,happy mother day mother,6,2
38885,happiness,ok peep good morning going bed hit later,7,5
38886,worry,sandwich work,1,1
38887,love,wow weather amazing today,6,2
38888,neutral,hehe expert eh,3,3
38889,happiness,swine flu victim unite,7,0
38890,happiness,omg dunk dampier wa massive big ups love,7,3
38891,worry,training stud life fost tiberiu lovin la noi aflat ca sunt imbecili peste tot fun,1,1
38892,worry,hat slightly unexpected yet successful end grouling day night,1,4
38893,love,auntiegail say today picking hi vi vest kid say auntie gails childminding service xxx,6,5
38894,worry,n headbutt anyone know anyway ok today football today,1,5
38895,happiness,partying study room,7,2
38896,love,happy mother day mom especially wonderfuly mommy,6,7
38898,love,happy maders day,6,0
38899,neutral,might hav cost history essay,3,3
38901,worry,thought spock vulcan sign looked bit weird turn zachary quinto could hand glued still hot,1,9
38902,fun,life funny ironic time,4,6
38903,worry,acsm unfathomable think one one kept comfort bedroom yes,1,11
38904,surprise,yeah exactly fan overpower hater anyday know wat wat wnt dnt even care anymore know truth,4,4
38905,love,thank dedication lamb unparalleled also true lamb dedication unparalleled,6,5
38906,happiness,way see grandparent,7,4
38907,happiness,retweeted jesus post made laugh worry subliminal code,7,7
38908,happiness,taking dad law sunday stroll old leigh beautiful morning say hi morris lol,7,6
38909,neutral,blogging cleaning chatting listening phoenixfm,3,3
38910,neutral,woke,3,2
38911,surprise,hopeful,4,1
38912,neutral,thanks seriuosly back plan,3,5
38913,happiness,hurray old friend beer lady friend,7,3
38914,happiness,hope school gon na good tomorrow,7,1
38915,love,travelled world amp grew diet everything think still genoese grandma made pasta,6,10
38916,neutral,oh forgot say want anymore friend xbox send friend request gy want friendly game sometime,3,4
38917,happiness,yep awesome max haha,7,4
38918,love,digging downloaded film mi familia love itunes,6,2
38919,worry,went quick chance lol,1,7
38920,worry,yang finally got chinese hard every kid ha zhonguoren adult home foreign devil,1,8
38921,happiness,went muslim marriage first time life came back stomach full tasty briyani really like much,7,9
38922,neutral,playing logical gate game charles charles took le mn make light bulb flicker,3,4
38923,sadness,gon na chop tiny bit one two,0,7
38924,neutral,family party,3,3
38925,neutral,directing theatre play,3,0
38926,enthusiasm,yeehah quality,4,0
38927,neutral,hows lovely day,3,1
38928,fun,finishing quick magazine article cap ca wait get done get back book,4,6
38929,love,brings fair island today,6,4
38930,love,history,6,3
38931,surprise,sign twitter,4,3
38932,happiness,hahahah lols fun aye div experience love spongebob,7,9
38933,neutral,little get impression twitter copy topify,3,7
38934,love,voice hear inside head reason singing got ta find need find,6,7
38935,surprise,one good gig,4,5
38936,happiness,hey hey happy mother day,7,0
38937,neutral,whens sway sway winner announced,3,1
38938,love,hi rise shine yes pretty early last night hour slept like baby though,6,8
38939,enthusiasm,awesome time,4,4
38940,worry,got back ac freaking midyr exam happy mother day mummy,1,9
38941,happiness,yummy taco jack box,7,3
38942,happiness,thanks following pretty complicated id lol,7,4
38943,happiness,great exercise sunday morning quot stopping wheel karma quot transforming negativity love life,7,5
38944,happiness,really happy leigh thnx sharing happiness u mean world love ya marta,7,7
38945,love,mom ur greatest hmd,6,1
38946,neutral,btw realize profile pic make look much older say,3,5
