,text,label,stop_words
15038,find still feeling curious log sl,5,4
15039,feel glad enthusiastic point sand snorkeling,1,5
15040,feeling yet hear tragic incident world history,0,12
15041,feeling whenever write song think song leg enough popular people really respond get feeling,1,14
15042,feel discouraged lose sense inspiration keep going especially see people give best good pb,0,13
15043,sit say warm feeling overcomes feel reassured isnt good enough,1,9
15044,feel deeply honoured able offer activation made extra time available session full moon next week move dark moon build eclipse natural time bringing need examined surface life,1,19
15045,ive feeling fake sense purpose,0,5
15046,ive told feel remorseful whole thing hang head low long im pond scum,0,14
15047,kind messed tip left hand bit harder stamp backwards upside feel still look pretty cute say delicate,1,16
15048,talk lot feeling isolated,0,3
15049,feeling pissed,3,3
15050,still feel like waiting vain love,0,5
15051,feel like everything defective wrong need changed change new thing wrong mine therefore must wrong,0,14
15052,feeling better though still feel like passing tossing cooky im long definitely light end tunnel,1,15
15053,feel like something productive,1,4
15054,spread arm wide feeling cold wind rushing past feeling rain hitting,3,5
15055,im feeling cool showing skin feel like woman,1,3
15056,feel like kid left school year least three piece really proud,1,8
15057,seen change appearance feel energetic sure mental,1,12
15058,ive grown mother treasure role family whereas used second guess lot feel unsure maternal skill,4,12
15059,feel hesitant tell truth leaving house get toy,4,5
15060,didnt feel need photograph every temple frantically scramble site vain effort see meticulously record every meal eaten course ten day,0,11
15061,full great flavor helped keep feeling deprived,0,7
15062,end feeling rushed exhausted time sit eat take time really think thankful much le take time express god,3,16
15063,feel like deprived able,0,8
15064,feel homesick,0,4
15065,ive cleaning apartment trying get life back order vacation holiday mayhem instead feeling grumpy like usually would feeling overwhelmingly blessed,3,11
15066,feel like cant anything productive home,1,3
15067,take offense frightening feeling vulnerable close relationship others draw offense frightful vulnerability love god mercy seat fill full,4,16
15068,ive feeling wonderful enjoying little karate chop inside abdomen regular basis make heart spin circle joy,1,9
15069,feel bit grouchy,3,3
15070,feel groggy want crawl back cat book,0,7
15071,feel horny feel horny anyone wan na see,2,2
15072,im feeling generous morning share,2,6
15073,feel hurt upset angry something,0,3
15074,feeling little dull morning winetasting apartment yesterday choose wine wedding,0,12
15075,guess made feel unwelcome though honestly didnt mean,0,3
15076,feel hope supporting family purchasing house vancouver,2,7
15077,decide take ill still feel ive resolved win win situation,1,3
15078,also feel le inhibited interacting,0,4
15079,gained admission immediately college feel privileged one,1,6
15080,seen side couple year medication may depression genetic thats feel shitty time,0,18
15081,understand feel pain neferet remains hated character house night,3,9
15082,want best boy maybe really stop feeling like im heartless bitch,3,7
15083,loved anyone else wanted feel valued appreciated ought give better treatment random dinner company right,1,8
15084,would put feeling mine said mad,3,9
15085,found passed last two exam margin three mark,1,9
15086,feel saddened stop caring,2,7
15087,im sure go back aussie festival make appalled youth today make feel glad old er way sensible,1,12
15088,remember something artwork spent hour school feel smart worthy,1,6
15089,kuribayashi feeling met would liked,2,7
15090,love much add right edge im feeling rebellious,3,8
15091,woke feeling distraught,4,2
15092,weight till feel lively,1,6
15093,shall sleep feeling pissed psssh,3,2
15094,feel badly enough everything thats going people supposed helping arent particularly sympathetic,2,13
15095,asked long grass feel said long grass feel lovely,2,6
15096,want stop taking one day also feel terrified lot feeling anxiety panic come flooding back,4,7
15097,could see angry coworker also moment trust person intention feel respected appreciated person,1,16
15098,watch friend going change feel envious,3,4
15099,im feeling glad got first show way rear view mirror,1,8
15100,feel pretty blank right thats good,0,3
15101,really like feel nostalgic watching decade remember lot hesei kamen rider,2,7
15102,find feeling anxious seeing everyone else feeling part peer stagnate,4,15
15103,believe teenage girl feel like influenced popular crowd want fit,1,11
15104,feeling pleased really healthy pregnancy,1,8
15105,feel miserable reading america heat wave live always hot middle east,0,6
15106,began kiss slowly started lifting head feel suspicious,4,6
15107,wiggle toe feel cool sheet across skin bringing awareness back body descend dream state back bed,1,9
15108,created paint owl course intention sharing simple shape template use start owl others could easily create feel afraid start blank canvas,4,16
15109,help feel appreciative artist produce quality work,1,7
15110,feel sooooooooper vain taking pic last hour,0,5
15111,honest grandmother passed away dread idea die young wont get thing really feel passionate,2,15
15112,feel distraught ever,4,2
15113,feel wrapping gift almost important gift,1,6
15114,im feeling awkward every time start photoshoot,0,2
15115,unable conclude kind person consider say feeling guilty uncertain help realize flaw hopefully move forward life think situation word thoroughly acting,0,16
15116,feel stupid dumb unwanted,0,2
15117,im still feeling needy human family possibly give looking elsewhere,0,8
15118,recommend carrying around handful gold jewelry backpack person think key piece fun jewelry necessary keep looking feeling cute road,1,19
15119,couldnt help feeling charmed amused,1,2
15120,come place life feel romantic partner unnecessary,2,9
15121,feel like idiotic twat thing written past thing advertised done,0,10
15122,day received te score acceptance chosen course,1,4
15123,feeling really frantic knew find james,4,6
15124,ive come back work im saturday im going spend time playing game tidying flat bit nice feel relaxed control change,1,16
15125,im always open suggestion please feel free email,1,3
15126,found price staying feeling gorgeous sky rocketed decided take personal experience use give fellow student people budget helping hand,1,14
15127,feel video clever harsh striking much needed parody satire current state hip hop,1,8
15128,totally enamoured dress flowy lovely perfect warm summer day feel really romantic springy excited show,2,13
15129,good camwhore skill thanks instagram pudding anotehr super popular social apps post vain picture without feeling vain others ftw,0,14
15130,started journal feel like bunch unfortunate seemingly random thing happen would like keep track,0,10
15131,paramilitary sent unza started using tear gas started intimidating student without provocation,3,7
15132,know musician feel punished gone nagged guilt tripped,0,5
15133,pissed lol screaming silently baby sleep beside well thats tody another day feel like petty,3,9
15134,feel ashamed embarrassed every time someone executed u,0,5
15135,remember smiling saw picture feeling happy guy finally got meet girl,1,10
15136,im waiting go decal right feel really shitty dont want studying time,0,11
15137,feel sport unprotected medium equal playing field,0,9
15138,sure vast majority decent working class people feel insulted derided unable respectful towards referee parent watch child match shouting abuse swearing etc,3,14
15139,feel appreciative owner cafe,1,6
15140,feel peaceful ok,1,3
15141,absolutely useless written nothing feel like im neglecting faithful follower failing update blog today,1,11
15142,im feeling doubtful today,4,1
15143,actually feeling optimistic back future movement,1,6
15144,im dreaming zombie apocalypse alien dragon breathing tube attacking earth feeling cranky,3,4
15145,feel amazing good afterwards pleased,1,7
